date,industry,industry_return,industry_value,industry_pe,industry_pb,industry_turnover
2025-05-12,银行,-0.016478201770703808,2456.995283020385,33.85400680888897,3.149395445372964,5.956508044572319
2025-05-13,银行,0.015357729272097897,2494.729151399834,33.72685809642464,3.163065334413852,2.272774770449704
2025-05-14,银行,-0.008370702486312121,2473.846515889536,33.47752681052034,3.096956028681786,3.0386039813862933
2025-05-15,银行,0.014455545235953547,2509.6073161067834,33.20627016263614,3.104741710051211,3.0450125397465273
2025-05-16,银行,-0.01035015702561111,2483.6324863124555,32.63787959022634,3.089106852718296,4.599641068895281
2025-05-19,银行,0.009165807003689123,2506.396982350088,32.49573960771392,3.0918480665742485,5.252813963310069
2025-05-20,银行,-0.008803807751588675,2484.3311451683157,32.74204166946361,3.099046729887127,4.081067456177209
2025-05-21,银行,-0.009333396104119589,2461.143898536659,32.73850625590528,3.072823565122754,1.2407196478065288
2025-05-22,银行,-0.003241756807479348,2453.1654685493913,32.8404798705642,3.0417236625151642,4.640476148244676
2025-05-23,银行,0.016579883965365066,2493.8386673657806,32.49153373293849,3.046514042350165,7.78709239435191
2025-05-26,银行,0.003479574740807937,2502.5161654003964,32.72073188126961,3.0219205010144186,2.8994432224172715
2025-05-27,银行,-0.023549413203053312,2443.583378174062,32.60015237952007,3.0474768156343304,2.9665415678116656
2025-05-28,银行,-0.016758284570223502,2402.633112551553,32.63521159598312,3.061668861400252,6.103050176286911
2025-05-29,银行,0.01351622689390036,2435.107646843598,32.4161072644197,3.054095214178626,7.041723981129155
2025-05-30,银行,-0.022422299343212243,2380.5069342531256,32.70127745897999,3.049752727610798,3.2762832541872293
2025-06-02,银行,-0.005955749630294507,2366.329230959534,32.913842517865575,3.0828423014222284,7.210489198034286
2025-06-03,银行,-0.01536744814773223,2329.9647892023004,32.8938825776566,3.106838246539057,4.9289403829864735
2025-06-04,银行,0.012133931958439126,2358.23642342004,32.884454917466954,3.1457270045557584,4.659129805673958
2025-06-05,银行,-0.0057795758502280185,2344.6068171381135,32.868443058741704,3.110022991513224,4.559994838152919
2025-06-06,银行,0.015837374260091314,2381.739232793891,32.81068087524575,3.1189080179769033,3.8726804612494083
2025-06-09,银行,-0.011638874930468801,2354.018467746412,33.00589426400685,3.113614322302649,2.128549010778031
2025-06-10,银行,-0.006203031910595843,2339.416416072849,33.24760358805423,3.1218031556107233,6.625704538293801
2025-06-11,银行,0.020777932003246645,2388.02465129329,33.29429739866213,3.114078851928444,1.7703634716937373
2025-06-12,银行,0.010296882541609627,2412.613860634125,33.189857674959555,3.0776188443327688,6.726103361457452
2025-06-13,银行,-0.03962764071345205,2317.0076653846218,33.28159920601406,3.0678808532557515,3.363306199825396
2025-06-16,银行,-0.004137052847049131,2307.4220822259076,33.23865643470746,3.0777974923546543,4.631534352203563
2025-06-17,银行,-0.013945852127008935,2275.24311507259,33.611982052009864,3.0773407273977975,3.1061481687173877
2025-06-18,银行,-0.02490256932985335,2218.5837156572234,33.628177705894075,3.137982609591336,1.3603512587499256
2025-06-19,银行,0.007366311491502906,2234.9264943767303,33.558492415524505,3.123555189598833,4.426169321942941
2025-06-20,银行,-0.006122473305098253,2221.243216576052,33.86530370155003,3.14234482421067,2.6634628079467975
2025-06-23,银行,-0.011827417650245406,2194.9716453508327,34.24026460274503,3.1776699411697074,4.750422788523309
2025-06-24,银行,0.021084886302378543,2241.2523729299996,33.968934795776185,3.163273882984816,1.2854259908833474
2025-06-25,银行,0.025799074305176927,2299.074609435875,34.20633401096017,3.1635052915452704,2.585470426385566
2025-06-26,银行,-0.005283089452488141,2286.928392616281,33.91563388573778,3.1754909888280722,5.836564166717261
2025-06-27,银行,0.009508223239426027,2308.673018305859,33.87196754052003,3.165627548026208,1.7943146486841235
2025-06-30,银行,-0.013082685607432728,2278.4693750370006,34.092410970763225,3.134455884122322,6.720555401408511
2025-07-01,银行,0.020658297866256576,2325.5386740656586,34.78494040152077,3.1263190633854316,7.280510305673287
2025-07-02,银行,-0.0028880007564325745,2318.8225166158436,34.857260461595274,3.1458728853712565,3.3732085373409046
2025-07-03,银行,0.01969095221396731,2364.4823399831976,34.61544974623775,3.161417042081587,1.588979754965342
2025-07-04,银行,0.01845606195470165,2408.121372540725,34.69660843000956,3.143350140105717,1.0354310869235308
2025-07-07,银行,0.00282249517987207,2414.9182835072684,34.35884252827892,3.169737870287088,2.5698851662239184
2025-07-08,银行,0.02007658492271301,2463.4015955075142,34.0909310560986,3.189696685291907,3.277797887114874
2025-07-09,银行,0.011749660398961902,2492.3457276809886,34.436855694182995,3.2005285442168576,4.9781602233483015
2025-07-10,银行,0.014308033774430145,2528.0062945302047,34.36925253306413,3.1812297113461803,2.856416573772078
2025-07-11,银行,0.013380103222863435,2561.8312796990676,34.30337505980294,3.2120082862062977,4.518459651736345
2025-07-14,银行,0.008269400055379936,2583.016087425285,34.230746078901326,3.281905933430048,2.3667009145863114
2025-07-15,银行,-0.014245234390991896,2546.220417824209,34.498342882751025,3.283008130411407,2.239774755849343
2025-07-16,银行,-0.0018590772564672409,2541.4867973554797,34.436670116433376,3.301760685829184,1.108196315702072
2025-07-17,银行,-0.001661985833224894,2537.2628823029468,34.64062909660455,3.289809309744559,3.6956841002134766
2025-07-18,银行,0.011855746923554119,2567.344028914058,34.51688862587942,3.312348419555914,2.1864492268026474
2025-07-21,银行,0.010851638605459304,2595.2039184917176,34.54242528915602,3.329044641372529,1.6802354563953799
2025-07-22,银行,0.026644062084548423,2664.3506928180745,34.55851065162081,3.298604648210601,7.141611503495688
2025-07-23,银行,0.013286707364906798,2699.751140791035,34.85328052156436,3.273297539694241,3.0551429098514538
2025-07-24,银行,0.020930069062579146,2756.2571186195682,34.99688587073654,3.286751734006644,7.069506230060726
2025-07-25,银行,0.0005589772169875542,2757.7978035530364,35.24100006558107,3.3245456012429293,5.549747515444356
2025-07-28,银行,0.0003095955911094834,2758.6516055941875,35.509959875259696,3.341870240596664,7.230037392722964
2025-07-29,银行,-0.017088480574900228,2711.510441219074,35.08362207186094,3.3462821188208367,1.2515959165771946
2025-07-30,银行,-0.012638933767440522,2677.239840342783,35.733274922889485,3.296294949820306,3.005788764897991
2025-07-31,银行,-0.006017977080848372,2661.1282723436657,35.756201024038944,3.272743047039937,4.655702820383631
2025-08-01,银行,-0.004822258710921006,2648.2956233514783,35.551588678266626,3.2905362375008163,5.360233330733002
2025-08-04,银行,0.03603553936088694,2743.728384526025,36.07587897986398,3.3264277086245864,7.830964556237742
2025-08-05,银行,0.012631489664073124,2778.3857612561897,35.49140858887815,3.3313895230169197,6.566303363380926
2025-08-06,银行,-0.00646748116328774,2760.4166036809183,35.01748972051495,3.3108196831024923,2.2130602404959205
2025-08-07,银行,0.02511952595912231,2829.7569602150734,34.88443858010387,3.293515240840482,4.844586652942843
2025-08-08,银行,0.014380725351313508,2870.450917870894,35.23786171741329,3.30345628884533,5.282045223640465
2025-08-11,银行,0.024970264797192346,2942.126837377474,34.80954692735026,3.2906591200990642,3.491808750558831
2025-08-12,银行,-0.003360879418100035,2932.2387038442926,35.330856284011595,3.2901473004329413,4.31430239546396
2025-08-13,银行,-0.013788874848416215,2891.8064313313016,35.25946869154127,3.257304176691603,3.789533140781614
